client_id,contact,contact_duration,number_contacts,pdays,previous_campaign_contacts,previous_outcome,campaign_outcome,campaign_id,last_contact_date
3620,telephone,181,6,85,670,0.0,no,1,2022-09-08
3621,cellular,632,9,126,902,0.0,no,1,2022-05-30
3622,cellular,937,1,400,509,0.0,no,1,2022-09-19
3623,telephone,202,5,36,942,,no,1,2022-05-09
3624,cellular,66,9,187,245,,yes,1,2022-03-24
3625,telephone,73,5,527,467,,yes,1,2022-09-27
3626,telephone,625,9,912,500,,yes,1,2022-09-14
3627,cellular,583,2,348,301,,no,1,2022-09-13
3628,telephone,782,9,330,920,0.0,no,1,2022-09-15
3629,cellular,269,3,535,427,1.0,no,1,2022-05-25
3630,cellular,608,4,101,696,1.0,yes,1,2022-03-21
3631,cellular,650,4,354,365,0.0,no,1,2022-03-07
3632,telephone,979,1,984,735,0.0,no,1,2022-05-30
3633,telephone,560,7,870,803,,yes,1,2022-09-12
3634,cellular,907,6,415,257,1.0,no,1,2022-03-08
3635,cellular,54,3,0,53,1.0,no,1,2022-05-15
3636,cellular,327,4,436,604,1.0,yes,1,2022-09-30
3637,cellular,600,1,976,462,1.0,yes,1,2022-05-22
3638,cellular,60,9,132,644,1.0,yes,1,2022-09-27
3639,cellular,606,6,589,244,0.0,yes,1,2022-03-22
3640,cellular,41,8,66,349,,yes,1,2022-03-08
3641,telephone,982,3,358,225,,no,1,2022-09-11
3642,telephone,55,2,10,883,1.0,yes,1,2022-05-21
3643,telephone,964,8,46,206,0.0,yes,1,2022-09-02
3644,cellular,372,8,594,637,,yes,1,2022-05-21
3645,cellular,181,6,111,671,0.0,yes,1,2022-05-26
3646,telephone,662,1,69,7,,yes,1,2022-09-07
3647,telephone,330,5,418,429,0.0,yes,1,2022-09-29
3648,cellular,35,2,501,724,0.0,yes,1,2022-03-26
3649,telephone,244,5,555,946,,no,1,2022-09-05
3650,cellular,260,2,850,1,,no,1,2022-05-12
3651,telephone,851,4,330,506,0.0,no,1,2022-05-20
3652,telephone,783,5,291,376,0.0,yes,1,2022-03-16
3653,cellular,510,4,239,870,,no,1,2022-05-13
3654,cellular,49,3,355,213,0.0,yes,1,2022-05-05
3655,telephone,725,1,847,706,0.0,yes,1,2022-09-28
3656,telephone,930,9,140,232,0.0,yes,1,2022-03-01
3657,cellular,243,6,379,163,,no,1,2022-03-28
3658,telephone,901,4,117,227,,no,1,2022-09-24
3659,telephone,493,3,737,951,1.0,no,1,2022-09-15
3660,telephone,578,4,705,357,,yes,1,2022-03-21
3661,cellular,904,8,862,11,,no,1,2022-09-19
3662,cellular,302,4,443,379,0.0,yes,1,2022-09-21
3663,cellular,788,5,160,641,0.0,no,1,2022-05-30
3664,telephone,480,3,724,218,1.0,no,1,2022-05-29
3665,telephone,660,9,863,919,,no,1,2022-03-14
3666,telephone,864,6,607,703,0.0,yes,1,2022-09-24
3667,telephone,148,9,486,349,1.0,yes,1,2022-03-21
3668,cellular,448,6,516,338,,yes,1,2022-09-22
3669,telephone,460,2,967,411,0.0,yes,1,2022-09-28
3670,telephone,315,6,149,103,1.0,no,1,2022-03-06
3671,cellular,820,3,438,754,0.0,no,1,2022-05-21
3672,telephone,696,1,664,833,,no,1,2022-03-25
3673,cellular,622,9,976,911,,no,1,2022-09-21
3674,telephone,415,6,587,734,,no,1,2022-05-29
3675,cellular,209,5,536,223,0.0,yes,1,2022-03-20
3676,cellular,964,5,315,171,,yes,1,2022-05-03
3677,telephone,127,9,774,1,0.0,no,1,2022-03-07
3678,telephone,246,4,942,833,1.0,no,1,2022-09-24
3679,telephone,746,7,258,106,1.0,yes,1,2022-05-18
3680,telephone,215,7,54,221,1.0,no,1,2022-03-20
3681,cellular,365,6,193,844,1.0,yes,1,2022-09-25
3682,cellular,458,7,838,756,1.0,yes,1,2022-09-08
3683,telephone,868,2,923,166,0.0,no,1,2022-03-29
3684,telephone,689,5,910,375,1.0,yes,1,2022-05-14
3685,telephone,317,6,711,596,0.0,no,1,2022-03-01
3686,telephone,459,1,875,785,1.0,yes,1,2022-09-20
3687,telephone,738,3,176,445,0.0,no,1,2022-03-08
3688,cellular,251,2,754,131,,yes,1,2022-03-17
3689,telephone,895,3,88,59,1.0,yes,1,2022-03-27
3690,cellular,521,5,465,670,1.0,no,1,2022-03-30
3691,cellular,992,1,281,366,0.0,no,1,2022-05-30
3692,cellular,645,9,839,426,,yes,1,2022-09-25
3693,cellular,655,6,792,559,0.0,yes,1,2022-05-04
3694,cellular,559,4,529,121,0.0,yes,1,2022-09-05
3695,cellular,288,3,913,668,0.0,no,1,2022-05-17
3696,cellular,525,5,261,436,1.0,no,1,2022-05-27
3697,telephone,665,3,299,384,0.0,no,1,2022-05-24
3698,telephone,878,5,702,897,,no,1,2022-05-26
3699,cellular,147,2,974,949,,no,1,2022-05-21
3700,cellular,780,6,827,126,,no,1,2022-09-29
3701,cellular,198,8,682,258,0.0,no,1,2022-09-25
3702,cellular,820,8,721,461,1.0,yes,1,2022-05-02
3703,cellular,434,2,949,518,,yes,1,2022-09-24
3704,cellular,35,2,620,405,,no,1,2022-03-04
3705,cellular,372,5,630,138,,no,1,2022-03-20
3706,cellular,56,3,609,383,,no,1,2022-09-21
3707,telephone,57,7,706,40,1.0,no,1,2022-03-18
3708,telephone,427,1,812,795,,yes,1,2022-03-28
3709,cellular,197,8,394,126,0.0,no,1,2022-09-25
3710,telephone,766,2,415,912,0.0,yes,1,2022-05-22
3711,cellular,353,8,907,293,1.0,yes,1,2022-09-20
3712,telephone,158,2,230,148,1.0,yes,1,2022-09-06
3713,cellular,860,7,987,322,1.0,yes,1,2022-03-22
3714,telephone,72,7,732,320,,yes,1,2022-05-26
3715,cellular,1,8,43,2,1.0,no,1,2022-05-22
3716,cellular,234,6,577,152,1.0,no,1,2022-09-01
3717,telephone,551,7,782,86,0.0,yes,1,2022-09-12
3718,cellular,680,4,573,423,,no,1,2022-09-05
3719,cellular,674,7,871,308,0.0,yes,1,2022-05-25
3720,cellular,310,5,834,709,,no,1,2022-09-02
3721,telephone,816,1,468,298,,no,1,2022-09-05
3722,cellular,898,3,66,337,,no,1,2022-03-11
3723,telephone,305,3,96,760,1.0,yes,1,2022-09-22
3724,telephone,232,4,521,478,0.0,yes,1,2022-09-12
3725,telephone,510,6,823,886,,no,1,2022-05-18
3726,telephone,553,7,463,500,1.0,no,1,2022-03-16
3727,cellular,294,3,860,939,,yes,1,2022-03-27
3728,telephone,397,4,457,895,0.0,yes,1,2022-05-22
3729,telephone,530,3,685,771,0.0,no,1,2022-09-27
3730,telephone,270,1,572,66,0.0,no,1,2022-05-03
3731,cellular,261,8,851,210,1.0,yes,1,2022-05-30
3732,cellular,282,5,147,184,1.0,yes,1,2022-09-23
3733,cellular,582,5,84,403,1.0,yes,1,2022-03-06
3734,cellular,663,2,829,936,1.0,no,1,2022-05-05
3735,telephone,198,9,992,569,0.0,no,1,2022-03-18
3736,telephone,362,6,298,762,1.0,no,1,2022-03-16
3737,telephone,468,1,960,923,0.0,yes,1,2022-05-11
3738,telephone,752,3,210,997,1.0,yes,1,2022-05-14
3739,telephone,94,4,12,796,1.0,yes,1,2022-03-20
3740,telephone,339,9,176,329,1.0,yes,1,2022-03-17
3741,cellular,393,7,868,278,0.0,no,1,2022-03-24
3742,telephone,205,5,64,440,,no,1,2022-05-26
3743,cellular,488,8,759,396,,no,1,2022-09-23
3744,telephone,344,9,83,362,,no,1,2022-09-14
3745,telephone,364,7,63,580,1.0,no,1,2022-05-01
3746,cellular,449,9,990,321,1.0,yes,1,2022-09-04
3747,cellular,20,1,226,363,,no,1,2022-09-16
3748,cellular,522,7,262,805,1.0,yes,1,2022-09-11
3749,cellular,229,4,979,10,0.0,no,1,2022-09-02
3750,cellular,500,5,97,204,1.0,no,1,2022-03-04
3751,cellular,39,5,458,563,0.0,yes,1,2022-03-13
3752,cellular,439,5,218,243,0.0,yes,1,2022-05-10
3753,telephone,857,6,62,464,,no,1,2022-09-26
3754,cellular,943,7,825,664,,no,1,2022-03-21
3755,cellular,391,1,498,665,1.0,no,1,2022-03-21
3756,cellular,178,8,988,382,0.0,no,1,2022-05-26
3757,cellular,30,3,392,627,1.0,no,1,2022-05-29
3758,telephone,818,1,218,974,0.0,no,1,2022-05-16
3759,telephone,773,3,837,500,1.0,yes,1,2022-03-24
3760,cellular,544,7,236,662,,no,1,2022-05-15
3761,cellular,179,7,380,332,0.0,no,1,2022-09-22
3762,telephone,957,7,876,500,0.0,no,1,2022-09-04
3763,cellular,70,8,642,785,1.0,yes,1,2022-05-08
3764,telephone,681,3,476,364,0.0,yes,1,2022-09-30
3765,cellular,386,9,374,478,1.0,yes,1,2022-05-23
3766,cellular,633,1,389,946,,yes,1,2022-03-23
3767,cellular,64,6,181,86,1.0,yes,1,2022-03-13
3768,telephone,212,1,458,282,0.0,yes,1,2022-03-24
3769,cellular,884,1,574,917,,yes,1,2022-09-25
3770,telephone,129,3,960,954,0.0,no,1,2022-03-23
3771,cellular,355,1,981,214,1.0,no,1,2022-03-09
3772,telephone,413,9,69,973,0.0,no,1,2022-09-30
3773,cellular,361,5,293,93,0.0,yes,1,2022-05-11
3774,telephone,965,5,673,521,0.0,yes,1,2022-03-16
3775,cellular,339,8,547,793,0.0,no,1,2022-09-10
3776,cellular,896,2,129,157,,yes,1,2022-09-04
3777,cellular,706,9,536,484,0.0,no,1,2022-05-24
3778,telephone,589,9,537,163,0.0,yes,1,2022-03-01
3779,telephone,72,6,955,185,0.0,yes,1,2022-05-19
3780,cellular,671,5,781,975,1.0,yes,1,2022-03-22
3781,cellular,372,6,161,343,1.0,yes,1,2022-09-30
3782,telephone,164,6,629,148,0.0,no,1,2022-09-13
3783,telephone,442,8,537,529,1.0,yes,1,2022-03-05
3784,telephone,454,1,892,132,0.0,yes,1,2022-03-11
3785,telephone,925,8,636,599,1.0,no,1,2022-09-01
3786,telephone,79,3,473,808,,no,1,2022-05-12
3787,telephone,95,2,17,639,1.0,no,1,2022-03-12
3788,cellular,103,9,822,327,0.0,no,1,2022-03-17
3789,cellular,338,8,331,997,,no,1,2022-09-19
3790,telephone,170,1,530,477,0.0,yes,1,2022-03-29
3791,cellular,298,4,599,599,,no,1,2022-09-13
3792,cellular,499,1,218,553,0.0,no,1,2022-09-21
3793,telephone,341,8,528,204,1.0,yes,1,2022-03-14
3794,cellular,586,3,400,711,1.0,yes,1,2022-05-09
3795,telephone,311,1,787,205,0.0,yes,1,2022-05-13
3796,telephone,48,9,640,129,0.0,no,1,2022-03-26
3797,cellular,735,6,565,802,0.0,yes,1,2022-03-05
3798,telephone,199,4,809,239,,no,1,2022-05-14
3799,telephone,838,3,659,335,0.0,yes,1,2022-03-06
3800,telephone,15,5,568,742,1.0,no,1,2022-03-26
3801,telephone,814,1,332,278,1.0,no,1,2022-05-26
3802,telephone,674,4,859,349,1.0,no,1,2022-05-23
3803,cellular,362,3,307,496,0.0,no,1,2022-05-18
3804,cellular,105,6,152,881,0.0,yes,1,2022-09-19
3805,cellular,752,9,134,341,1.0,yes,1,2022-03-19
3806,cellular,123,7,136,764,,yes,1,2022-09-25
3807,telephone,504,1,529,845,0.0,yes,1,2022-09-13
3808,telephone,722,9,54,223,0.0,yes,1,2022-05-27
3809,cellular,225,7,659,751,0.0,no,1,2022-03-21
3810,cellular,32,6,145,339,1.0,yes,1,2022-05-25
3811,cellular,390,8,936,379,1.0,yes,1,2022-03-28
3812,cellular,751,7,438,379,1.0,yes,1,2022-09-12
3813,cellular,956,9,312,156,,yes,1,2022-05-23
3814,telephone,19,9,705,171,,yes,1,2022-09-20
3815,cellular,463,1,826,982,,yes,1,2022-03-25
3816,cellular,331,8,590,339,0.0,no,1,2022-05-01
3817,cellular,568,2,636,328,,yes,1,2022-09-29
3818,cellular,389,1,614,793,1.0,yes,1,2022-09-11
3819,telephone,895,2,130,799,,no,1,2022-09-15
3820,cellular,474,1,671,682,1.0,yes,1,2022-03-27
3821,cellular,867,7,600,779,1.0,no,1,2022-09-06
3822,telephone,826,4,311,980,,yes,1,2022-03-17
3823,cellular,857,1,919,749,0.0,yes,1,2022-03-01
3824,telephone,437,3,44,545,0.0,yes,1,2022-05-10
3825,cellular,188,4,298,100,1.0,yes,1,2022-05-07
3826,cellular,571,6,254,146,0.0,no,1,2022-05-21
3827,cellular,238,1,493,760,1.0,yes,1,2022-09-13
3828,cellular,15,1,745,899,1.0,no,1,2022-05-30
3829,cellular,609,4,868,515,0.0,no,1,2022-03-21
3830,telephone,53,1,967,997,,yes,1,2022-03-01
3831,cellular,201,9,578,245,1.0,yes,1,2022-09-14
3832,telephone,197,7,810,20,1.0,yes,1,2022-09-09
3833,cellular,517,9,992,187,0.0,yes,1,2022-05-22
3834,cellular,694,5,858,125,1.0,yes,1,2022-03-16
3835,cellular,268,5,347,395,0.0,yes,1,2022-09-27
3836,cellular,270,4,227,444,0.0,yes,1,2022-09-18
3837,cellular,698,9,224,659,1.0,yes,1,2022-03-05
3838,telephone,874,1,944,500,,yes,1,2022-05-26
3839,telephone,997,9,563,794,1.0,yes,1,2022-03-25
3840,cellular,210,1,909,594,1.0,no,1,2022-05-23
3841,telephone,99,9,277,987,0.0,yes,1,2022-05-19
3842,telephone,98,6,236,559,0.0,yes,1,2022-09-13
3843,cellular,43,9,378,936,0.0,no,1,2022-05-09
3844,cellular,493,7,667,250,1.0,no,1,2022-09-13
3845,cellular,809,6,985,764,,yes,1,2022-09-22
3846,cellular,355,4,353,236,,no,1,2022-03-29
3847,telephone,610,9,479,594,,no,1,2022-05-07
3848,telephone,496,7,802,106,0.0,no,1,2022-09-23
3849,telephone,622,5,201,496,1.0,no,1,2022-05-21
3850,cellular,575,8,137,179,0.0,yes,1,2022-09-22
3851,cellular,862,8,254,661,0.0,no,1,2022-09-18
3852,telephone,399,8,676,768,,no,1,2022-05-07
3853,telephone,376,3,965,886,,yes,1,2022-03-25
3854,telephone,212,3,890,515,1.0,yes,1,2022-03-19
3855,cellular,873,9,411,162,,no,1,2022-09-25
3856,cellular,287,7,147,437,,no,1,2022-05-15
3857,telephone,470,2,9,817,0.0,yes,1,2022-09-30
3858,cellular,894,6,281,513,,yes,1,2022-05-25
3859,telephone,386,4,652,716,,no,1,2022-09-23
3860,telephone,396,5,802,388,0.0,no,1,2022-09-21
3861,cellular,133,9,587,243,0.0,no,1,2022-05-05
3862,telephone,293,9,128,336,1.0,no,1,2022-05-13
3863,cellular,632,6,629,678,0.0,no,1,2022-03-21
3864,cellular,633,4,747,373,0.0,yes,1,2022-05-05
3865,cellular,817,9,825,0,0.0,yes,1,2022-03-19
3866,cellular,185,4,340,658,0.0,no,1,2022-09-07
3867,telephone,920,5,764,951,,yes,1,2022-03-02
3868,cellular,902,2,637,561,,yes,1,2022-05-03
3869,telephone,845,7,643,735,,yes,1,2022-03-24
3870,cellular,974,7,445,38,0.0,yes,1,2022-09-15
3871,telephone,905,3,350,719,1.0,no,1,2022-09-29
3872,cellular,284,4,625,431,,no,1,2022-03-09
3873,cellular,305,2,55,853,1.0,yes,1,2022-05-23
3874,cellular,967,3,109,174,,yes,1,2022-05-06
3875,telephone,451,1,718,948,,yes,1,2022-03-04
3876,telephone,800,7,723,576,1.0,no,1,2022-09-19
3877,cellular,535,6,172,366,,yes,1,2022-05-14
3878,cellular,515,2,550,330,0.0,yes,1,2022-03-08
3879,cellular,476,5,195,727,1.0,yes,1,2022-09-23
3880,cellular,957,7,298,680,0.0,no,1,2022-09-02
3881,cellular,876,9,108,926,,yes,1,2022-03-11
3882,cellular,489,4,231,214,0.0,no,1,2022-03-04
3883,cellular,465,8,799,188,,no,1,2022-09-11
3884,telephone,748,5,746,604,0.0,no,1,2022-05-25
3885,cellular,455,8,262,796,1.0,yes,1,2022-09-23
3886,cellular,38,2,810,43,1.0,no,1,2022-05-15
3887,telephone,860,6,544,978,,yes,1,2022-05-22
3888,cellular,131,1,820,420,,no,1,2022-09-03
3889,telephone,539,7,731,389,0.0,yes,1,2022-09-14
3890,cellular,230,5,931,709,0.0,yes,1,2022-05-10
3891,cellular,529,3,947,771,,no,1,2022-03-12
3892,telephone,744,4,390,637,0.0,yes,1,2022-09-16
3893,telephone,662,1,202,558,,yes,1,2022-05-18
3894,telephone,572,6,994,42,,no,1,2022-05-12
3895,telephone,410,4,221,204,,no,1,2022-03-12
3896,cellular,670,3,631,239,0.0,no,1,2022-05-06
3897,cellular,126,8,980,351,,yes,1,2022-05-12
3898,telephone,893,1,20,771,1.0,no,1,2022-05-01
3899,telephone,398,9,622,915,0.0,yes,1,2022-03-29
3900,telephone,985,6,372,137,1.0,no,1,2022-03-18
3901,cellular,134,5,302,71,0.0,no,1,2022-09-21
3902,cellular,853,7,926,967,,no,1,2022-03-25
3903,telephone,339,1,934,361,0.0,no,1,2022-09-24
3904,telephone,189,1,102,487,1.0,no,1,2022-09-04
3905,cellular,148,8,500,622,,no,1,2022-03-26
3906,cellular,608,1,880,570,1.0,yes,1,2022-09-03
3907,telephone,389,7,394,586,,no,1,2022-05-17
3908,telephone,567,6,394,13,,yes,1,2022-09-04
3909,telephone,96,4,309,228,,no,1,2022-03-28
3910,cellular,547,5,259,887,1.0,no,1,2022-05-03
3911,cellular,829,6,100,786,,yes,1,2022-05-30
3912,telephone,312,2,865,692,,no,1,2022-03-28
3913,cellular,429,3,795,734,,no,1,2022-05-09
3914,telephone,378,6,503,95,0.0,yes,1,2022-05-09
3915,cellular,124,9,474,456,0.0,no,1,2022-03-20
3916,cellular,337,8,115,404,1.0,yes,1,2022-05-12
3917,telephone,100,7,731,737,1.0,no,1,2022-03-01
3918,telephone,121,2,124,130,0.0,no,1,2022-05-23
3919,cellular,44,9,976,222,,yes,1,2022-09-28
3920,telephone,422,1,548,26,0.0,yes,1,2022-05-14
3921,telephone,560,9,32,484,,no,1,2022-09-07
3922,cellular,103,5,18,808,1.0,yes,1,2022-09-05
3923,cellular,111,5,788,417,0.0,yes,1,2022-05-19
3924,cellular,499,7,433,942,,yes,1,2022-09-27
3925,cellular,24,4,965,328,,yes,1,2022-09-05
3926,telephone,4,5,850,110,1.0,no,1,2022-03-24
3927,cellular,62,8,738,133,1.0,yes,1,2022-09-08
3928,telephone,162,9,790,287,,yes,1,2022-09-14
3929,telephone,248,2,121,680,,no,1,2022-09-14
3930,cellular,140,9,948,750,0.0,yes,1,2022-09-27
3931,cellular,764,2,391,626,1.0,no,1,2022-05-14
3932,telephone,533,5,470,397,,yes,1,2022-03-10
3933,cellular,237,6,317,221,1.0,no,1,2022-05-18
3934,telephone,217,9,21,5,0.0,yes,1,2022-03-02
3935,cellular,521,4,69,40,,no,1,2022-05-02
3936,cellular,180,2,848,644,0.0,yes,1,2022-05-29
3937,cellular,818,1,942,256,,yes,1,2022-03-15
3938,telephone,509,6,882,559,1.0,yes,1,2022-09-22
3939,cellular,315,8,6,89,,no,1,2022-03-05
3940,cellular,351,5,460,60,1.0,yes,1,2022-05-20
3941,telephone,120,7,90,761,,no,1,2022-03-06
3942,cellular,80,8,889,581,0.0,no,1,2022-03-13
3943,telephone,961,1,343,190,,no,1,2022-03-25
3944,cellular,598,4,750,33,1.0,yes,1,2022-03-10
3945,cellular,165,1,228,716,0.0,no,1,2022-09-20
3946,telephone,345,2,993,775,0.0,no,1,2022-09-08
3947,cellular,936,7,314,892,1.0,yes,1,2022-05-12
3948,telephone,446,4,711,218,0.0,no,1,2022-09-18
3949,telephone,725,8,552,999,0.0,no,1,2022-09-24
3950,telephone,772,1,345,967,0.0,no,1,2022-09-25
3951,telephone,398,4,227,678,0.0,no,1,2022-03-27
3952,telephone,705,2,997,246,0.0,no,1,2022-05-04
3953,cellular,850,7,589,99,0.0,no,1,2022-09-17
3954,cellular,92,6,464,873,,no,1,2022-05-04
3955,cellular,708,3,201,111,,no,1,2022-09-20
3956,cellular,170,4,811,130,1.0,yes,1,2022-03-30
3957,cellular,440,3,998,948,1.0,no,1,2022-03-15
3958,telephone,859,7,362,602,0.0,no,1,2022-05-16
3959,telephone,690,8,253,935,0.0,no,1,2022-03-02
3960,telephone,815,6,6,467,0.0,yes,1,2022-09-12
3961,telephone,536,8,470,779,,yes,1,2022-05-09
3962,cellular,262,8,638,731,1.0,no,1,2022-09-26
3963,telephone,442,6,751,14,1.0,no,1,2022-09-12
3964,cellular,264,3,726,792,1.0,no,1,2022-05-27
3965,cellular,256,1,515,610,,yes,1,2022-03-18
3966,cellular,208,5,665,978,1.0,no,1,2022-03-11
3967,telephone,157,6,632,505,0.0,yes,1,2022-05-19
3968,telephone,586,4,398,216,0.0,yes,1,2022-09-07
3969,cellular,888,3,930,146,1.0,no,1,2022-03-05
3970,telephone,376,1,769,390,,no,1,2022-09-12
3971,cellular,679,7,423,584,1.0,yes,1,2022-05-09
3972,telephone,481,9,779,263,0.0,yes,1,2022-09-08
3973,cellular,40,7,558,707,,yes,1,2022-03-18
3974,telephone,653,7,823,826,1.0,yes,1,2022-05-25
3975,telephone,777,2,977,804,,yes,1,2022-03-30
3976,cellular,330,9,822,383,1.0,no,1,2022-05-27
3977,cellular,770,6,352,618,,yes,1,2022-09-07
3978,cellular,245,4,255,696,1.0,yes,1,2022-09-28
3979,cellular,643,3,399,539,0.0,yes,1,2022-05-14
3980,cellular,528,4,444,156,1.0,no,1,2022-05-19
3981,cellular,430,2,81,677,0.0,no,1,2022-09-26
3982,telephone,214,5,889,909,0.0,no,1,2022-03-06
3983,cellular,408,6,168,285,0.0,yes,1,2022-09-26
3984,cellular,609,6,373,585,,no,1,2022-05-25
3985,cellular,922,7,190,957,1.0,yes,1,2022-05-28
3986,cellular,934,4,144,62,,no,1,2022-03-16
3987,cellular,788,3,662,462,0.0,no,1,2022-03-24
3988,cellular,362,8,891,368,,no,1,2022-05-28
3989,cellular,2,3,335,366,0.0,no,1,2022-05-26
3990,telephone,608,4,30,791,1.0,yes,1,2022-09-26
3991,telephone,521,7,710,526,,no,1,2022-05-02
3992,telephone,156,7,634,914,0.0,no,1,2022-09-08
3993,cellular,459,8,54,775,1.0,yes,1,2022-03-30
3994,cellular,928,1,803,818,0.0,yes,1,2022-09-21
3995,telephone,19,4,19,552,,yes,1,2022-03-12
3996,cellular,723,1,921,768,1.0,no,1,2022-05-26
3997,telephone,476,2,630,946,,yes,1,2022-03-06
3998,cellular,649,4,457,963,0.0,yes,1,2022-09-29
3999,telephone,88,4,823,450,0.0,no,1,2022-05-19
4000,telephone,543,4,250,599,0.0,no,1,2022-05-15
4001,cellular,258,9,793,333,,no,1,2022-09-01
4002,cellular,983,5,73,346,1.0,no,1,2022-09-06
4003,telephone,525,3,136,984,,yes,1,2022-05-21
4004,cellular,585,5,823,357,1.0,yes,1,2022-09-17
4005,telephone,416,1,414,885,,yes,1,2022-09-16
4006,telephone,524,7,88,834,0.0,yes,1,2022-05-17
4007,telephone,91,1,345,510,0.0,yes,1,2022-05-23
4008,cellular,25,7,847,668,1.0,no,1,2022-09-30
4009,telephone,846,8,489,905,,yes,1,2022-09-11
4010,telephone,514,4,651,850,0.0,yes,1,2022-09-28
4011,telephone,183,7,144,291,0.0,yes,1,2022-09-22
4012,cellular,275,6,391,604,,yes,1,2022-09-12
4013,telephone,884,5,215,635,,yes,1,2022-05-05
4014,telephone,590,2,397,30,,yes,1,2022-05-14
4015,telephone,954,5,801,648,0.0,yes,1,2022-05-02
4016,telephone,886,9,769,760,0.0,yes,1,2022-03-14
4017,telephone,724,3,953,859,0.0,yes,1,2022-09-04
4018,cellular,601,3,928,134,0.0,yes,1,2022-05-09
4019,cellular,884,8,968,874,0.0,no,1,2022-05-15
4020,cellular,231,2,762,60,1.0,yes,1,2022-03-01
4021,cellular,776,2,599,139,0.0,yes,1,2022-03-28
4022,cellular,526,6,111,415,0.0,yes,1,2022-03-19
4023,cellular,481,2,975,312,0.0,yes,1,2022-05-29
4024,cellular,571,4,650,885,1.0,yes,1,2022-05-28
4025,cellular,380,4,203,490,1.0,no,1,2022-09-30
4026,telephone,610,3,959,30,1.0,yes,1,2022-05-04
4027,telephone,36,5,322,512,,yes,1,2022-03-25
4028,cellular,52,1,466,53,,no,1,2022-05-18
4029,cellular,178,3,563,312,,yes,1,2022-09-02
4030,telephone,294,8,602,415,0.0,yes,1,2022-09-12
4031,telephone,434,1,27,958,,yes,1,2022-05-26
4032,telephone,933,4,571,375,,no,1,2022-03-01
4033,telephone,193,9,920,492,1.0,yes,1,2022-09-06
4034,cellular,989,5,66,126,0.0,no,1,2022-05-28
4035,cellular,110,8,742,663,,no,1,2022-03-28
4036,telephone,751,4,525,686,,no,1,2022-05-19
4037,cellular,263,8,427,499,0.0,no,1,2022-03-19
4038,telephone,730,9,197,765,0.0,yes,1,2022-05-15
4039,telephone,613,7,109,22,,yes,1,2022-09-01
4040,telephone,555,7,541,599,0.0,no,1,2022-09-26
4041,cellular,726,5,397,187,1.0,no,1,2022-09-29
4042,telephone,208,6,603,247,0.0,no,1,2022-03-27
4043,telephone,385,9,267,317,0.0,no,1,2022-03-26
4044,cellular,249,7,122,721,1.0,no,1,2022-05-12
4045,cellular,450,6,844,200,1.0,no,1,2022-05-23
4046,cellular,12,9,220,995,,yes,1,2022-05-24
4047,telephone,200,3,324,879,1.0,no,1,2022-03-08
4048,cellular,191,3,451,603,,no,1,2022-05-18
4049,telephone,156,4,99,440,0.0,yes,1,2022-03-19
4050,telephone,659,5,867,323,0.0,no,1,2022-05-24
4051,cellular,327,6,622,413,0.0,no,1,2022-05-21
4052,telephone,688,7,525,35,0.0,no,1,2022-03-11
4053,telephone,795,6,373,523,1.0,no,1,2022-09-05
4054,telephone,561,3,618,876,1.0,no,1,2022-05-27
4055,telephone,248,4,653,959,,no,1,2022-03-05
4056,telephone,975,4,290,876,1.0,no,1,2022-05-09
4057,cellular,854,3,350,842,0.0,yes,1,2022-09-15
4058,telephone,277,8,394,733,,no,1,2022-09-14
4059,cellular,560,5,678,778,,yes,1,2022-09-25
4060,telephone,795,1,346,140,0.0,yes,1,2022-09-06
4061,telephone,878,4,701,627,1.0,yes,1,2022-09-09
4062,telephone,832,1,970,770,0.0,no,1,2022-03-27
4063,telephone,478,9,473,326,0.0,yes,1,2022-09-01
4064,cellular,748,5,485,222,0.0,yes,1,2022-03-25
4065,telephone,260,3,918,595,0.0,yes,1,2022-03-19
4066,telephone,640,8,354,825,0.0,yes,1,2022-03-22
4067,telephone,153,4,450,622,1.0,yes,1,2022-05-01
4068,cellular,611,6,891,878,,no,1,2022-05-14
4069,telephone,833,5,213,189,1.0,no,1,2022-09-02
4070,telephone,386,1,641,989,1.0,yes,1,2022-05-05
4071,cellular,815,3,482,268,,yes,1,2022-03-21
4072,cellular,794,7,17,32,0.0,yes,1,2022-03-13
